Wavelength (nm)	Normal incidence	30 deg incidence		40 deg incidence		50 deg incidence		60 deg incidence		70 deg incidence	
		S-polarization	P-polarization	S-polarization	P-polarization	S-polarization	P-polarization	S-polarization	P-polarization	S-polarization	P-polarization
790	48.7904	54.1155	43.8982	58.4321	39.8998	64.1493	34.7043	71.2908	29.0969	79.7763	27.0389
791	48.8482	54.1717	43.9552	58.486	39.9554	64.1991	34.7566	71.3336	29.1415	79.8084	27.0667
792	48.9059	54.2279	44.0122	58.5399	40.011	64.2488	34.8088	71.3762	29.1861	79.8404	27.0945
793	48.9636	54.284	44.0691	58.5938	40.0666	64.2984	34.8611	71.4187	29.2308	79.8723	27.1223
794	49.0212	54.34	44.126	58.6476	40.1221	64.348	34.9134	71.4612	29.2754	79.9042	27.1502
795	49.0788	54.396	44.1829	58.7012	40.1776	64.3975	34.9656	71.5036	29.32	79.936	27.1781
796	49.1363	54.4518	44.2397	58.7549	40.2331	64.4469	35.0178	71.546	29.3647	79.9677	27.206
797	49.1937	54.5077	44.2965	58.8084	40.2886	64.4962	35.0701	71.5882	29.4094	79.9994	27.234
798	49.2511	54.5634	44.3532	58.8619	40.344	64.5454	35.1222	71.6304	29.454	80.031	27.2619
799	49.3084	54.6191	44.4099	58.9153	40.3993	64.5945	35.1744	71.6725	29.4987	80.0626	27.2899
800	49.3657	54.6746	44.4665	58.9686	40.4547	64.6436	35.2266	71.7145	29.5433	80.0941	27.3179
801	49.4229	54.7302	44.5231	59.0218	40.51	64.6926	35.2787	71.7564	29.588	80.1255	27.3459
802	49.4799	54.7856	44.5796	59.0749	40.5652	64.7415	35.3308	71.7983	29.6326	80.1568	27.3739
803	49.537	54.8409	44.6361	59.1279	40.6204	64.7903	35.3829	71.84	29.6773	80.1881	27.402
804	49.5939	54.8962	44.6924	59.1809	40.6755	64.8389	35.4349	71.8817	29.7219	80.2193	27.43
805	49.6508	54.9513	44.7488	59.2337	40.7306	64.8875	35.4869	71.9233	29.7665	80.2504	27.4581
806	49.7076	55.0064	44.805	59.2865	40.7857	64.9361	35.5389	71.9647	29.8111	80.2815	27.4862
807	49.7643	55.0614	44.8612	59.3392	40.8406	64.9845	35.5908	72.0061	29.8557	80.3124	27.5143
808	49.8209	55.1163	44.9173	59.3917	40.8956	65.0328	35.6427	72.0474	29.9003	80.3433	27.5424
809	49.8775	55.1711	44.9734	59.4442	40.9505	65.081	35.6945	72.0887	29.9449	80.3742	27.5705
810	49.934	55.2258	45.0294	59.4966	41.0053	65.1291	35.7464	72.1298	29.9894	80.4049	27.5986
811	49.9904	55.2805	45.0853	59.5489	41.0601	65.1772	35.7982	72.1708	30.034	80.4356	27.6268
812	50.0467	55.335	45.1412	59.6011	41.1148	65.2251	35.8499	72.2118	30.0785	80.4662	27.6549
813	50.103	55.3895	45.197	59.6532	41.1695	65.273	35.9016	72.2526	30.123	80.4968	27.6831
814	50.1591	55.4439	45.2528	59.7053	41.2241	65.3207	35.9533	72.2934	30.1675	80.5272	27.7113
815	50.2152	55.4982	45.3085	59.7572	41.2787	65.3684	36.005	72.3341	30.212	80.5576	27.7395
816	50.2712	55.5524	45.3641	59.809	41.3332	65.416	36.0566	72.3747	30.2565	80.588	27.7677
817	50.3271	55.6065	45.4196	59.8608	41.3876	65.4634	36.1081	72.4152	30.301	80.6182	27.7959
818	50.383	55.6605	45.4751	59.9124	41.442	65.5108	36.1597	72.4556	30.3454	80.6484	27.8241
819	50.4388	55.7144	45.5305	59.964	41.4964	65.5581	36.2112	72.496	30.3899	80.6785	27.8523
820	50.4944	55.7683	45.5858	60.0154	41.5507	65.6053	36.2626	72.5362	30.4343	80.7085	27.8806
821	50.55	55.822	45.6411	60.0668	41.6049	65.6524	36.314	72.5764	30.4787	80.7385	27.9088
822	50.6056	55.8757	45.6963	60.1181	41.6591	65.6994	36.3654	72.6164	30.5231	80.7684	27.9371
823	50.661	55.9293	45.7515	60.1693	41.7132	65.7463	36.4168	72.6564	30.5675	80.7982	27.9654
824	50.7164	55.9828	45.8065	60.2204	41.7673	65.7932	36.4681	72.6963	30.6118	80.828	27.9937
825	50.7717	56.0362	45.8616	60.2714	41.8213	65.8399	36.5193	72.7361	30.6562	80.8577	28.022
826	50.8269	56.0895	45.9165	60.3224	41.8753	65.8866	36.5706	72.7759	30.7005	80.8873	28.0503
827	50.882	56.1427	45.9714	60.3732	41.9292	65.9331	36.6218	72.8155	30.7448	80.9169	28.0786
828	50.9371	56.1959	46.0262	60.4239	41.9831	65.9796	36.6729	72.8551	30.7892	80.9463	28.107
829	50.992	56.249	46.081	60.4746	42.0369	66.0259	36.7241	72.8945	30.8334	80.9757	28.1353
830	51.0469	56.3019	46.1356	60.5251	42.0906	66.0722	36.7751	72.9339	30.8777	81.0051	28.1637
831	51.1018	56.3548	46.1902	60.5756	42.1443	66.1184	36.8262	72.9732	30.922	81.0344	28.192
832	51.1565	56.4076	46.2448	60.626	42.198	66.1645	36.8772	73.0125	30.9662	81.0636	28.2204
833	51.2112	56.4603	46.2993	60.6763	42.2516	66.2105	36.9282	73.0516	31.0105	81.0927	28.2489
834	51.2657	56.513	46.3537	60.7265	42.3051	66.2565	36.9791	73.0907	31.0547	81.1218	28.2773
835	51.3202	56.5655	46.4081	60.7766	42.3586	66.3023	37.03	73.1296	31.0989	81.1508	28.3057
836	51.3747	56.618	46.4624	60.8267	42.412	66.348	37.0808	73.1685	31.1431	81.1798	28.3342
837	51.429	56.6704	46.5166	60.8766	42.4654	66.3937	37.1317	73.2074	31.1873	81.2086	28.3626
838	51.4833	56.7227	46.5708	60.9265	42.5187	66.4393	37.1825	73.2461	31.2314	81.2375	28.3911
839	51.5375	56.7749	46.6249	60.9762	42.572	66.4848	37.2332	73.2847	31.2756	81.2662	28.4196
840	51.5917	56.8271	46.679	61.0259	42.6252	66.5302	37.2839	73.3233	31.3197	81.2949	28.4481
841	51.6457	56.8791	46.7329	61.0755	42.6784	66.5755	37.3346	73.3618	31.3639	81.3235	28.4766
842	51.6997	56.9311	46.7869	61.1251	42.7315	66.6208	37.3853	73.4002	31.408	81.3521	28.5052
843	51.7536	56.983	46.8407	61.1745	42.7846	66.6659	37.4359	73.4386	31.4521	81.3806	28.5337
844	51.8075	57.0348	46.8945	61.2239	42.8376	66.711	37.4865	73.4768	31.4962	81.409	28.5623
845	51.8612	57.0865	46.9483	61.2731	42.8906	66.756	37.537	73.515	31.5403	81.4374	28.5909
846	51.9149	57.1382	47.0019	61.3223	42.9435	66.8009	37.5875	73.5531	31.5843	81.4657	28.6194
847	51.9685	57.1898	47.0556	61.3714	42.9964	66.8457	37.638	73.5912	31.6284	81.4939	28.6481
848	52.0221	57.2413	47.1091	61.4205	43.0492	66.8904	37.6884	73.6291	31.6724	81.5221	28.6767
849	52.0755	57.2927	47.1626	61.4694	43.102	66.9351	37.7389	73.667	31.7165	81.5502	28.7054
850	52.129	57.3441	47.2161	61.5183	43.1547	66.9797	37.7892	73.7048	31.7605	81.5783	28.734
851	52.1823	57.3953	47.2694	61.5671	43.2074	67.0242	37.8396	73.7425	31.8045	81.6063	28.7627
852	52.2356	57.4465	47.3228	61.6158	43.26	67.0686	37.8899	73.7802	31.8485	81.6343	28.7914
853	52.2887	57.4976	47.376	61.6644	43.3126	67.1129	37.9402	73.8178	31.8925	81.6622	28.8201
854	52.3419	57.5487	47.4292	61.713	43.3651	67.1572	37.9904	73.8553	31.9365	81.69	28.8489
855	52.3949	57.5996	47.4824	61.7615	43.4176	67.2014	38.0406	73.8927	31.9805	81.7178	28.8776
856	52.4479	57.6505	47.5355	61.8098	43.4701	67.2455	38.0908	73.9301	32.0245	81.7455	28.9064
857	52.5008	57.7013	47.5885	61.8582	43.5225	67.2895	38.141	73.9674	32.0684	81.7731	28.9352
858	52.5537	57.7521	47.6415	61.9064	43.5748	67.3335	38.1911	74.0046	32.1124	81.8007	28.964
859	52.6065	57.8027	47.6944	61.9546	43.6271	67.3774	38.2412	74.0417	32.1563	81.8283	28.9928
860	52.6592	57.8533	47.7473	62.0027	43.6794	67.4212	38.2913	74.0788	32.2002	81.8557	29.0217
861	52.7118	57.9039	47.8001	62.0507	43.7316	67.4649	38.3413	74.1158	32.2442	81.8832	29.0506
862	52.7644	57.9543	47.8529	62.0986	43.7838	67.5085	38.3913	74.1528	32.2881	81.9106	29.0795
863	52.817	58.0047	47.9056	62.1465	43.8359	67.5521	38.4413	74.1897	32.332	81.9379	29.1084
864	52.8694	58.055	47.9582	62.1943	43.888	67.5956	38.4912	74.2265	32.3759	81.9651	29.1373
865	52.9218	58.1053	48.0109	62.242	43.94	67.6391	38.5412	74.2632	32.4198	81.9923	29.1663
866	52.9742	58.1554	48.0634	62.2897	43.992	67.6824	38.5911	74.2999	32.4637	82.0195	29.1952
867	53.0264	58.2055	48.1159	62.3372	44.044	67.7257	38.6409	74.3365	32.5076	82.0466	29.2242
868	53.0786	58.2556	48.1683	62.3848	44.0959	67.7689	38.6908	74.373	32.5515	82.0736	29.2532
869	53.1308	58.3055	48.2207	62.4322	44.1478	67.8121	38.7406	74.4095	32.5954	82.1006	29.2823
870	53.1829	58.3554	48.2731	62.4796	44.1996	67.8552	38.7904	74.4459	32.6393	82.1276	29.3113
871	53.2349	58.4053	48.3254	62.5269	44.2514	67.8982	38.8401	74.4822	32.6831	82.1545	29.3404
872	53.2869	58.455	48.3776	62.5741	44.3032	67.9411	38.8899	74.5185	32.727	82.1813	29.3695
873	53.3388	58.5047	48.4298	62.6212	44.3549	67.984	38.9396	74.5547	32.7709	82.2081	29.3987
874	53.3906	58.5544	48.482	62.6683	44.4066	68.0268	38.9893	74.5909	32.8147	82.2348	29.4278
875	53.4424	58.6039	48.5341	62.7154	44.4582	68.0695	39.039	74.627	32.8586	82.2615	29.457
876	53.4941	58.6534	48.5861	62.7623	44.5098	68.1122	39.0886	74.663	32.9024	82.2882	29.4862
877	53.5458	58.7029	48.6381	62.8092	44.5613	68.1548	39.1382	74.6989	32.9463	82.3148	29.5154
878	53.5974	58.7522	48.6901	62.856	44.6129	68.1973	39.1878	74.7348	32.9901	82.3413	29.5447
879	53.6489	58.8016	48.742	62.9028	44.6643	68.2397	39.2374	74.7707	33.034	82.3678	29.574
880	53.7005	58.8508	48.7939	62.9495	44.7158	68.2822	39.2869	74.8065	33.0778	82.3942	29.6033
881	53.7519	58.9	48.8457	62.9961	44.7672	68.3245	39.3364	74.8422	33.1217	82.4206	29.6326
882	53.8033	58.9491	48.8974	63.0427	44.8186	68.3668	39.386	74.8778	33.1655	82.4469	29.6619
883	53.8546	58.9982	48.9492	63.0892	44.8699	68.409	39.4354	74.9134	33.2094	82.4732	29.6913
884	53.9059	59.0472	49.0009	63.1356	44.9212	68.4511	39.4849	74.949	33.2532	82.4995	29.7207
885	53.9571	59.0962	49.0525	63.182	44.9725	68.4932	39.5344	74.9845	33.2971	82.5257	29.7501
886	54.0083	59.1451	49.1041	63.2283	45.0238	68.5352	39.5838	75.0199	33.3409	82.5519	29.7796
887	54.0594	59.1939	49.1557	63.2746	45.075	68.5772	39.6332	75.0553	33.3848	82.578	29.8091
888	54.1105	59.2427	49.2072	63.3208	45.1261	68.6191	39.6826	75.0906	33.4286	82.604	29.8386
889	54.1615	59.2914	49.2587	63.3669	45.1773	68.6609	39.732	75.1258	33.4725	82.63	29.8681
890	54.2124	59.3401	49.3101	63.413	45.2284	68.7027	39.7813	75.161	33.5163	82.656	29.8977
891	54.2634	59.3887	49.3615	63.459	45.2795	68.7444	39.8306	75.1962	33.5602	82.682	29.9273
892	54.3142	59.4372	49.4128	63.505	45.3305	68.7861	39.88	75.2313	33.6041	82.7078	29.9569
893	54.365	59.4857	49.4641	63.5509	45.3815	68.8277	39.9293	75.2663	33.6479	82.7337	29.9866
894	54.4158	59.5342	49.5154	63.5968	45.4325	68.8693	39.9786	75.3013	33.6918	82.7595	30.0163
895	54.4665	59.5826	49.5667	63.6425	45.4835	68.9107	40.0278	75.3362	33.7357	82.7852	30.046
896	54.5172	59.6309	49.6179	63.6883	45.5344	68.9522	40.0771	75.3711	33.7796	82.811	30.0757
897	54.5678	59.6792	49.669	63.734	45.5853	68.9936	40.1263	75.4059	33.8235	82.8366	30.1055
898	54.6184	59.7274	49.7202	63.7796	45.6362	69.0349	40.1756	75.4407	33.8674	82.8623	30.1353
899	54.6689	59.7756	49.7712	63.8252	45.6871	69.0761	40.2248	75.4754	33.9113	82.8878	30.1652
900	54.7194	59.8237	49.8223	63.8707	45.7379	69.1174	40.274	75.5101	33.9552	82.9134	30.195
901	54.7699	59.8718	49.8733	63.9161	45.7887	69.1585	40.3232	75.5447	33.9991	82.9389	30.2249
902	54.8203	59.9198	49.9243	63.9616	45.8395	69.1996	40.3724	75.5793	34.043	82.9644	30.2549
903	54.8706	59.9678	49.9753	64.0069	45.8902	69.2407	40.4215	75.6138	34.0869	82.9898	30.2848
904	54.9209	60.0157	50.0262	64.0522	45.941	69.2817	40.4707	75.6483	34.1309	83.0152	30.3148
905	54.9712	60.0636	50.0771	64.0975	45.9917	69.3226	40.5198	75.6827	34.1748	83.0405	30.3449
906	55.0214	60.1115	50.1279	64.1427	46.0423	69.3636	40.569	75.7171	34.2188	83.0659	30.3749
907	55.0716	60.1593	50.1788	64.1879	46.093	69.4044	40.6181	75.7514	34.2628	83.0911	30.4051
908	55.1218	60.207	50.2296	64.233	46.1437	69.4452	40.6673	75.7857	34.3068	83.1164	30.4352
909	55.1719	60.2547	50.2803	64.2781	46.1943	69.486	40.7164	75.82	34.3508	83.1416	30.4654
910	55.222	60.3024	50.3311	64.3231	46.2449	69.5267	40.7655	75.8542	34.3948	83.1667	30.4956
911	55.272	60.35	50.3818	64.3681	46.2955	69.5673	40.8146	75.8883	34.4388	83.1919	30.5258
912	55.322	60.3976	50.4325	64.413	46.346	69.608	40.8637	75.9224	34.4828	83.217	30.5561
913	55.372	60.4451	50.4832	64.4579	46.3966	69.6485	40.9128	75.9565	34.5269	83.242	30.5864
914	55.4219	60.4926	50.5338	64.5028	46.4471	69.6891	40.9619	75.9905	34.571	83.267	30.6168
915	55.4718	60.54	50.5844	64.5475	46.4976	69.7295	41.011	76.0245	34.615	83.292	30.6472
916	55.5217	60.5875	50.635	64.5923	46.5481	69.77	41.0601	76.0584	34.6591	83.317	30.6776
917	55.5715	60.6349	50.6856	64.637	46.5986	69.8104	41.1092	76.0923	34.7033	83.3419	30.7081
918	55.6213	60.6822	50.7361	64.6817	46.6491	69.8507	41.1583	76.1262	34.7474	83.3668	30.7386
919	55.6711	60.7295	50.7866	64.7264	46.6996	69.8911	41.2074	76.16	34.7916	83.3917	30.7692
920	55.7209	60.7768	50.8372	64.771	46.75	69.9314	41.2565	76.1938	34.8358	83.4165	30.7998
921	55.7706	60.824	50.8877	64.8156	46.8005	69.9716	41.3056	76.2276	34.88	83.4413	30.8305
922	55.8203	60.8712	50.9381	64.8601	46.8509	70.0118	41.3547	76.2613	34.9242	83.4661	30.8612
923	55.8699	60.9184	50.9886	64.9046	46.9013	70.052	41.4038	76.295	34.9685	83.4908	30.8919
924	55.9196	60.9656	51.039	64.9491	46.9518	70.0921	41.453	76.3286	35.0128	83.5155	30.9227
925	55.9692	61.0127	51.0895	64.9935	47.0022	70.1322	41.5021	76.3622	35.0571	83.5402	30.9536
926	56.0189	61.0598	51.1399	65.0379	47.0527	70.1723	41.5512	76.3958	35.1014	83.5649	30.9844
927	56.0684	61.1069	51.1903	65.0823	47.1031	70.2123	41.6004	76.4294	35.1458	83.5895	31.0154
928	56.118	61.1539	51.2407	65.1267	47.1535	70.2523	41.6496	76.4629	35.1902	83.6141	31.0463
929	56.1675	61.2009	51.2911	65.171	47.2039	70.2923	41.6987	76.4964	35.2346	83.6387	31.0773
930	56.2171	61.2479	51.3415	65.2153	47.2543	70.3322	41.7479	76.5298	35.279	83.6632	31.1084
931	56.2665	61.2949	51.3919	65.2595	47.3047	70.3721	41.7971	76.5632	35.3235	83.6877	31.1395
932	56.316	61.3418	51.4422	65.3037	47.3551	70.4119	41.8463	76.5966	35.368	83.7122	31.1706
933	56.3654	61.3887	51.4925	65.3479	47.4055	70.4517	41.8955	76.6299	35.4125	83.7366	31.2018
934	56.4148	61.4355	51.5428	65.392	47.4559	70.4915	41.9447	76.6632	35.457	83.761	31.2329
935	56.4642	61.4823	51.5931	65.4361	47.5063	70.5312	41.9939	76.6964	35.5016	83.7854	31.2642
936	56.5136	61.5291	51.6434	65.4802	47.5566	70.5709	42.0431	76.7297	35.5461	83.8098	31.2955
937	56.5629	61.5759	51.6937	65.5242	47.607	70.6106	42.0924	76.7628	35.5907	83.8341	31.3268
938	56.6122	61.6226	51.7439	65.5682	47.6574	70.6502	42.1416	76.796	35.6354	83.8584	31.3581
939	56.6615	61.6692	51.7941	65.6121	47.7077	70.6898	42.1908	76.8291	35.68	83.8826	31.3895
940	56.7107	61.7159	51.8443	65.656	47.758	70.7293	42.24	76.8621	35.7246	83.9068	31.4209
941	56.7599	61.7625	51.8945	65.6999	47.8083	70.7688	42.2892	76.8951	35.7693	83.931	31.4523
942	56.8091	61.809	51.9447	65.7437	47.8586	70.8082	42.3384	76.9281	35.8139	83.9552	31.4838
943	56.8582	61.8555	51.9948	65.7874	47.9089	70.8476	42.3876	76.961	35.8586	83.9793	31.5153
944	56.9073	61.902	52.0449	65.8312	47.9591	70.8869	42.4368	76.9939	35.9033	84.0033	31.5468
945	56.9564	61.9484	52.095	65.8748	48.0094	70.9262	42.486	77.0267	35.948	84.0274	31.5784
946	57.0054	61.9948	52.145	65.9185	48.0596	70.9655	42.5353	77.0595	35.9928	84.0514	31.6099
947	57.0544	62.0412	52.1951	65.9621	48.1098	71.0047	42.5845	77.0922	36.0375	84.0753	31.6415
948	57.1034	62.0875	52.2451	66.0056	48.16	71.0438	42.6337	77.1249	36.0822	84.0992	31.6732
949	57.1523	62.1338	52.295	66.0491	48.2102	71.0829	42.6828	77.1575	36.127	84.1231	31.7048
950	57.2012	62.18	52.345	66.0925	48.2603	71.122	42.732	77.1901	36.1717	84.147	31.7365
951	57.25	62.2261	52.3949	66.1359	48.3105	71.1609	42.7812	77.2227	36.2165	84.1708	31.7681
952	57.2988	62.2722	52.4447	66.1792	48.3606	71.1999	42.8303	77.2552	36.2613	84.1945	31.7998
953	57.3475	62.3183	52.4946	66.2225	48.4106	71.2388	42.8794	77.2876	36.306	84.2182	31.8316
954	57.3962	62.3643	52.5444	66.2658	48.4607	71.2776	42.9286	77.32	36.3508	84.2419	31.8633
955	57.4449	62.4103	52.5941	66.3089	48.5107	71.3164	42.9777	77.3523	36.3956	84.2655	31.895
956	57.4935	62.4562	52.6439	66.352	48.5607	71.3551	43.0268	77.3846	36.4404	84.2891	31.9268
957	57.5421	62.502	52.6936	66.3951	48.6107	71.3938	43.0758	77.4168	36.4852	84.3127	31.9586
958	57.5906	62.5478	52.7432	66.4381	48.6606	71.4324	43.1249	77.449	36.5299	84.3362	31.9904
959	57.6391	62.5936	52.7928	66.4811	48.7105	71.4709	43.1739	77.4811	36.5747	84.3596	32.0222
960	57.6875	62.6393	52.8424	66.524	48.7604	71.5094	43.223	77.5132	36.6195	84.383	32.054
961	57.7359	62.6849	52.892	66.5668	48.8102	71.5478	43.272	77.5452	36.6643	84.4064	32.0858
962	57.7842	62.7305	52.9415	66.6096	48.86	71.5862	43.321	77.5772	36.709	84.4297	32.1176
963	57.8324	62.776	52.9909	66.6523	48.9098	71.6245	43.3699	77.6091	36.7538	84.453	32.1495
964	57.8806	62.8215	53.0403	66.6949	48.9596	71.6627	43.4189	77.6409	36.7985	84.4762	32.1813
965	57.9288	62.8669	53.0897	66.7375	49.0093	71.7009	43.4678	77.6727	36.8433	84.4994	32.2131
966	57.9769	62.9122	53.139	66.78	49.0589	71.739	43.5167	77.7044	36.888	84.5225	32.245
967	58.0249	62.9575	53.1882	66.8225	49.1086	71.7771	43.5655	77.736	36.9327	84.5456	32.2768
968	58.0729	63.0027	53.2375	66.8649	49.1581	71.815	43.6144	77.7676	36.9774	84.5686	32.3087
969	58.1208	63.0478	53.2866	66.9072	49.2077	71.853	43.6632	77.7992	37.0221	84.5916	32.3405
970	58.1687	63.0929	53.3358	66.9494	49.2572	71.8908	43.7119	77.8307	37.0668	84.6145	32.3724
971	58.2165	63.1379	53.3848	66.9916	49.3067	71.9286	43.7607	77.8621	37.1115	84.6374	32.4043
972	58.2643	63.1829	53.4339	67.0337	49.3561	71.9663	43.8094	77.8934	37.1561	84.6602	32.4361
973	58.312	63.2278	53.4828	67.0758	49.4055	72.004	43.8581	77.9247	37.2008	84.683	32.468
974	58.3596	63.2726	53.5317	67.1178	49.4548	72.0415	43.9067	77.9559	37.2454	84.7058	32.4998
975	58.4071	63.3173	53.5806	67.1597	49.5041	72.079	43.9553	77.9871	37.29	84.7284	32.5317
976	58.4546	63.362	53.6294	67.2015	49.5533	72.1165	44.0039	78.0182	37.3346	84.7511	32.5635
977	58.502	63.4066	53.6781	67.2433	49.6025	72.1538	44.0525	78.0492	37.3791	84.7736	32.5953
978	58.5494	63.4511	53.7268	67.285	49.6516	72.1911	44.101	78.0802	37.4237	84.7962	32.6272
979	58.5967	63.4956	53.7755	67.3266	49.7007	72.2283	44.1495	78.1111	37.4682	84.8186	32.659
980	58.6439	63.54	53.824	67.3681	49.7498	72.2655	44.1979	78.1419	37.5127	84.8411	32.6908
981	58.6911	63.5843	53.8725	67.4096	49.7987	72.3025	44.2463	78.1726	37.5572	84.8634	32.7226
982	58.7382	63.6285	53.921	67.451	49.8477	72.3395	44.2946	78.2033	37.6016	84.8857	32.7544
983	58.7852	63.6727	53.9694	67.4923	49.8966	72.3765	44.3429	78.2339	37.6461	84.908	32.7862
984	58.8321	63.7168	54.0177	67.5335	49.9454	72.4133	44.3912	78.2645	37.6904	84.9302	32.8179
985	58.879	63.7608	54.066	67.5747	49.9941	72.4501	44.4394	78.295	37.7348	84.9523	32.8497
986	58.9258	63.8047	54.1142	67.6158	50.0429	72.4868	44.4876	78.3254	37.7792	84.9744	32.8814
987	58.9725	63.8486	54.1623	67.6568	50.0915	72.5234	44.5357	78.3557	37.8235	84.9964	32.9131
988	59.0192	63.8924	54.2103	67.6977	50.1401	72.5599	44.5838	78.386	37.8678	85.0184	32.9448
989	59.0658	63.9361	54.2584	67.7386	50.1887	72.5964	44.6319	78.4162	37.912	85.0403	32.9765
990	59.1123	63.9797	54.3063	67.7793	50.2371	72.6328	44.6798	78.4463	37.9562	85.0622	33.0082
991	59.1587	64.0232	54.3542	67.82	50.2856	72.669	44.7278	78.4764	38.0004	85.084	33.0399
992	59.205	64.0667	54.4019	67.8606	50.3339	72.7053	44.7757	78.5064	38.0446	85.1058	33.0715
993	59.2513	64.11	54.4497	67.9011	50.3822	72.7414	44.8235	78.5363	38.0887	85.1274	33.1031
994	59.2975	64.1533	54.4973	67.9415	50.4304	72.7775	44.8713	78.5661	38.1328	85.1491	33.1347
995	59.3436	64.1965	54.5449	67.9819	50.4786	72.8134	44.919	78.5959	38.1768	85.1707	33.1663
996	59.3896	64.2396	54.5924	68.0221	50.5267	72.8493	44.9667	78.6256	38.2208	85.1922	33.1978
997	59.4356	64.2827	54.6399	68.0623	50.5748	72.8851	45.0144	78.6552	38.2648	85.2136	33.2294
998	59.4814	64.3256	54.6872	68.1024	50.6227	72.9208	45.0619	78.6847	38.3087	85.235	33.2609
999	59.5272	64.3685	54.7345	68.1424	50.6706	72.9565	45.1095	78.7142	38.3526	85.2564	33.2924
1000	59.5729	64.4113	54.7817	68.1823	50.7185	72.992	45.1569	78.7436	38.3965	85.2777	33.3238
